time,ANM,Non-ANM,Total
2021-12-11 20:13:00+00:00,4.670559,14.745,19.415559
2021-12-11 20:14:00+00:00,5.013559,14.44,19.453559
2021-12-11 20:15:00+00:00,4.153559,14.773,18.926558999999997
2021-12-11 20:16:00+00:00,4.175558,14.87,19.045558
2021-12-11 20:17:00+00:00,4.274561,14.099,18.373561000000002
2021-12-11 20:18:00+00:00,4.763557,14.227,18.990557
2021-12-11 20:19:00+00:00,4.915559,14.026,18.941558999999998
2021-12-11 20:20:00+00:00,5.250562,13.278,18.528562
2021-12-11 20:21:00+00:00,6.194559,13.75,19.944558999999998
2021-12-11 20:22:00+00:00,6.285558,14.367,20.652558
2021-12-11 20:23:00+00:00,5.988559,12.736,18.724559
2021-12-11 20:24:00+00:00,6.215559,12.582,18.797559
2021-12-11 20:25:00+00:00,6.885561,12.618,19.503561
2021-12-11 20:26:00+00:00,7.031559,12.74,19.771559
2021-12-11 20:27:00+00:00,6.72256,12.381,19.10356
2021-12-11 20:28:00+00:00,6.259559,12.037,18.296559000000002
2021-12-11 20:29:00+00:00,6.548558,11.923,18.471558
2021-12-11 20:30:00+00:00,6.733562,11.845,18.578562
2021-12-11 20:31:00+00:00,6.828562,11.52,18.348562
2021-12-11 20:32:00+00:00,6.629559,11.625,18.254559
2021-12-11 20:33:00+00:00,6.350561,11.034,17.384561
2021-12-11 20:34:00+00:00,6.401561,11.217,17.618561
2021-12-11 20:35:00+00:00,6.423558,11.158,17.581558
2021-12-11 20:36:00+00:00,6.44756,11.502,17.94956
2021-12-11 20:37:00+00:00,6.351559,11.451,17.802559000000002
2021-12-11 20:38:00+00:00,6.652557,11.757,18.409557
2021-12-11 20:39:00+00:00,6.123558,11.366,17.489558
2021-12-11 20:40:00+00:00,6.011561,12.249,18.260561000000003
2021-12-11 20:41:00+00:00,6.175559,11.87,18.045558999999997
2021-12-11 20:42:00+00:00,6.208561,12.426,18.634561
2021-12-11 20:43:00+00:00,6.26556,12.519,18.78456
2021-12-11 20:44:00+00:00,6.225559,12.581,18.806559
2021-12-11 20:45:00+00:00,6.443558,13.576,20.019558
2021-12-11 20:46:00+00:00,6.413559,13.419,19.832559
2021-12-11 20:47:00+00:00,6.313559,13.077,19.390559
2021-12-11 20:48:00+00:00,6.119559,13.059,19.178559
2021-12-11 20:49:00+00:00,5.970558,13.132,19.102558
2021-12-11 20:50:00+00:00,5.907561,13.461,19.368561
2021-12-11 20:51:00+00:00,5.627561,13.416,19.043561
2021-12-11 20:52:00+00:00,5.118558,13.618,18.736558000000002
2021-12-11 20:53:00+00:00,4.637558,14.115,18.752558
2021-12-11 20:54:00+00:00,3.77356,14.24,18.01356
2021-12-11 20:55:00+00:00,3.833559,13.923,17.756559
